,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
230,2075,1221957,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.000016,0.000013,0.000019,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.85,7.87,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
231,2072,1253520,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.002,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,7.1,,,mg/L CaCO3,5.6,,,"Long,K.E., E.J. Van Genderen, and S.J. Klaine",The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication,2004
232,2069,1221958,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.000013,0.000012,0.000013,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.85,7.87,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
233,2067,1209320,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0035,0.0027,0.0041,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,179,,,mg/L CaCO3,8.07,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
234,2064,1301229,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0049,0.004,0.0061,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,22.4,,,mg/L,6.11,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
235,2062,1221968,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,NR,0.00005,0.000055,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,6.94,6.97,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
236,2060,1300565,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0006,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,42.2,,,mg/L,6.42,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
237,2059,1300369,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0005,0.0004,0.0007,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,10.6,,,mg/L,6.16,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
238,2057,1300563,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.004,0.0024,0.0068,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,10.6,,,mg/L,6.19,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
239,2103,1300516,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0167,0.0124,0.0224,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,21.1,,,mg/L,7.95,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
240,1990,1275702,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-8,Total,0.28,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,93,,,mg/L,,7,8,"Mohammed,A.","Comparative Sensitivities of the Tropical Cladoceran, Ceriodaphnia rigaudii and the Temperate Species Daphnia magna to Seven Toxicants",2007
241,1988,1297874,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.004,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,44,,,mg/L CaCO3,7.8,,,"Yim,J.H., K.W. Kim, and S.D. Kim",Effect of Hardness on Acute Toxicity of Metal Mixtures Using Daphnia magna:  Prediction of Acid Mine Drainage Toxicity,2006
242,1893,1167385,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,13,9,16,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,,7.1,7.4,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
243,1987,1221966,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,NR,0.00002,0.000025,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.44,7.46,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
244,1969,1300404,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00004,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,18.5,,,mg/L,7.97,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
245,1968,1296246,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,0.05,NR,NR,AI mg/L,Intoxication,Immobile,LC20,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
246,1926,1167394,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,3.8,NR,NR,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,6.9,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
247,1921,1167390,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,3.5,1.8,4.7,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,7.5,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
248,1919,1167396,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,2.2,1.7,2.8,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,7.4,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
249,1916,1040035,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0412,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
250,1914,1206765,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1527,0.15187,0.15361,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
251,1903,1206766,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1014,0.0996,0.10315,AI mg/L,Intoxication,Immobile,EC50,1,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
252,1898,1206769,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.025,0.0249,0.02515,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
253,1886,1167393,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,1.1,0.8,1.3,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,7.2,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
254,1970,1301221,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00017,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,42.2,,,mg/L,7.95,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
255,1884,1186929,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Not reported,Fresh water,Lab,NR,Total,0.0113,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,,,,NR,33.8*,,,mg/L CaCO3,8.4*,,,"Koivisto,S., M. Ketola, and M. Walls",Comparison of Five Cladoceran Species in Short- and Long-Term Copper Exposure,1992
256,1877,1167395,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,2.6,2.1,3.1,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,7.1,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
257,1875,1186924,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Not reported,Fresh water,Lab,NR,Total,0.0495,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,,,,NR,33.8*,,,mg/L CaCO3,8.4*,,,"Koivisto,S., M. Ketola, and M. Walls",Comparison of Five Cladoceran Species in Short- and Long-Term Copper Exposure,1992
258,1872,1167397,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,24,48,Hour(s),Static,Fresh water,Lab,NR,Dissolved,3,1.6,3.9,AI mg/L,Enzyme(s),Enzyme activity,EC50,.0417,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,7.1,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
259,1867,1040037,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0206,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
260,1862,1305709,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.05,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
261,1853,1081708,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,21.5,8.9,38.1,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,SOFT,,,,"Hickey,C.W., and M.L. Vickers",Comparison of the Sensitivity to Heavy Metals and Pentachlorophenol of the Mayflies Deleatidium spp. and the Cladoceran Daphnia magna,1992
262,1850,1206768,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0348,0.03459,0.03496,AI mg/L,Intoxication,Immobile,EC50,1,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
263,1842,1187583,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.18747862,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1,NR,NR,Day(s),Not coded,21,,,C,,,,NR,7.6*,,,"Lilius,H., B. Isomaa, and T. Holmstrom",A Comparison of the Toxicity of 50 Reference Chemicals to Freshly Isolated Rainbow Trout Hepatocytes and Daphnia magna,1994
264,1836,2143947,7758987,Sulfuric acid copper(2+) salt (1:1),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.0919,0.0905,0.0933,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Acute,20,,,C,250*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
265,2133,1209318,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0016,0.0014,0.002,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,90.7,,,mg/L CaCO3,7.73,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
266,2137,1221959,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.00001,0.00001,0.000011,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.85,7.87,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
267,1975,1301286,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.1225,0.0966,0.1553,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,44.9,,,mg/L,7.98,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
268,2109,1300491,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00031,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,9.2,,,mg/L,6.02,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
269,1986,1221952,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.000055,0.000048,0.000062,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,6.94,6.97,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
270,2106,1296282,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,0.07,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
271,1985,1301280,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0266,0.0219,0.0322,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,22.4,,,mg/L,6.33,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
272,1984,1221964,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,NR,0.000025,0.00003,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.44,7.46,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
273,1982,1301285,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.00018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,44.9,,,mg/L,7.98,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
274,1981,1209321,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Labile,0.0007,0.0006,0.0009,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,179,,,mg/L CaCO3,8.07,,,"Barata,C., D.J. Baird, and S.J. Markich",Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals,1998
275,1980,1252357,7758987,Sulfuric acid copper(2+) salt (1:1),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0189,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not reported,,19.8,23.5,C,,60,100,mg/L CaCO3,,6.5,8.2,"Mastin,B.J., and J.H.,Jr. Rodgers","Toxicity and Bioavailability of Copper Herbicides (Clearigate, Cutrine-Plus, and Copper Sulfate) to Freshwater Animals",2000
276,1979,1121823,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.34,NR,NR,AI mg/L,Mortality,Mortality,LC50/,2,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.4*,7.8*,"Ferrando,M.D., E. Andreu-Moliner, and A. Fernandez-Casalderrey",Relative Sensitivity of Daphnia magna and Brachionus calyciflorus to Five Pesticides,1992
277,1978,1253522,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.0048,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,7.1,,,mg/L CaCO3,8.6,,,"Long,K.E., E.J. Van Genderen, and S.J. Klaine",The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication,2004
278,2108,1300534,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Dissolved,0.0188,0.0138,0.0257,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,10.6,,,mg/L,6.33,,,"Ryan,A.C., J.R. Tomasso, and S.J. Klaine","Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model",2009
279,2107,1225385,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.0826,0.0823,0.0829,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Guilhermino,L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",Acute Toxicity Test with Daphnia magna:  An Alternative to Mammals in the Prescreening of Chemical Toxicity?,2000
280,2110,1167386,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,22,19,25,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25*,,,C,39*,,,mg/L CaCO3,8.0*,,,"Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy","Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition",1995
281,2119,1221956,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Not reported,Fresh water,Lab,NR,Labile,0.000023,0.000017,0.000036,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,21,,,C,109.9,,,mg/L CaCO3,,7.44,7.46,"Meador,J.P.","The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity",1991
