,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
185,1833,1286740,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.013,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,24*,,,C,,72,83*,mg/L,,7.0,7.5*,"Watanabe,H., E. Takahashi, Y. Nakamura, S. Oda, N. Tatarazako, and T. Iguchi",Development of a Daphnia magna DNA Microarray for Evaluating the Toxicity of Environmental Chemicals,2007
186,1826,1040040,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0313,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
245,1968,1296246,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,0.05,NR,NR,AI mg/L,Intoxication,Immobile,LC20,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
249,1916,1040035,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0412,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
250,1914,1206765,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1527,0.15187,0.15361,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
251,1903,1206766,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1014,0.0996,0.10315,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
252,1898,1206769,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.025,0.0249,0.02515,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
259,1867,1040037,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0206,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
261,1853,1081708,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,21.5,8.9,38.1,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,SOFT,,,,"Hickey,C.W., and M.L. Vickers",Comparison of the Sensitivity to Heavy Metals and Pentachlorophenol of the Mayflies Deleatidium spp. and the Cladoceran Daphnia magna,1992
262,1850,1206768,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0348,0.03459,0.03496,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
263,1842,1187583,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.18747862,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,7.6*,,,"Lilius,H., B. Isomaa, and T. Holmstrom",A Comparison of the Toxicity of 50 Reference Chemicals to Freshly Isolated Rainbow Trout Hepatocytes and Daphnia magna,1994
264,1836,2143947,7758987,Sulfuric acid copper(2+) salt (1:1),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.0919,0.0905,0.0933,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,250*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
270,2106,1296282,7758987,Sulfuric acid copper(2+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,0.07,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
294,3601,1188379,177256676,Silv-ex(fire suppressant),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.11,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,162*,,,mg/L CaCO3,,6.78,8.37,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
295,3602,1188378,177256676,Silv-ex(fire suppressant),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,7,6,9,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,,,,NR,162*,,,mg/L CaCO3,,6.78,8.37,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
296,3603,1188377,177256676,Silv-ex(fire suppressant),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.12,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,42*,,,mg/L CaCO3,,6.91,7.97,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
297,3604,1188376,177256676,Silv-ex(fire suppressant),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,10,8,15,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,,,,NR,42*,,,mg/L CaCO3,,6.91,7.97,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
322,213,1261193,129000,Pyrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Active ingredient,39,NR,NR,AI mg/L,Intoxication,Immobile,EC20,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
332,232,1261263,129000,Pyrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Active ingredient,67,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
355,3588,2228537,68333799,"Polyphosphoric acids, Ammonium salts",Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,730.5,718.55,742.45,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,18.9,,,C,7,,,dH,7.16,,,"Waaijers,S.L., J. Hartmann, A.M. Soeter, R. Helmus, S.A.E. Kools, P. De Voogt, W. Admiraal, J.R. Parsons, and M.H.S. Kr",Toxicity of New Generation Flame Retardants to Daphnia magna,2013
356,3591,1188392,68333799,"Polyphosphoric acids, Ammonium salts",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,90.89,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,42*,,,mg/L CaCO3,,6.91,7.97,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
357,3590,1188391,68333799,"Polyphosphoric acids, Ammonium salts",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,1007,780,1300,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,,,,NR,42*,,,mg/L CaCO3,,6.91,7.97,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
358,3589,1188394,68333799,"Polyphosphoric acids, Ammonium salts",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,99.74,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,162*,,,mg/L CaCO3,,6.78,8.37,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
359,3592,1188393,68333799,"Polyphosphoric acids, Ammonium salts",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,1676,1300,2160,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,,,,NR,162*,,,mg/L CaCO3,,6.78,8.37,"McDonald,S.F., S.J. Hamilton, K.J. Buhl, and J.F. Heisinger",Acute Toxicity of Fire Control Chemicals to Daphnia magna (Straus) and Selenastrum capricornutum (Printz),1996
361,109,1262135,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Active ingredient,165,NR,NR,AI mg/L,Intoxication,Immobile,EC20,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
365,126,1261417,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.60438,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
366,134,1261411,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.72502,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0833,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
367,131,1261011,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Active ingredient,244,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
368,110,1260983,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.19891,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
370,111,1262139,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.85374,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
371,115,1261221,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.67841,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
373,119,1261222,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.27264,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
376,116,1261220,85018,Phenanthrene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.73067,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
381,2849,2048968,10099748,"Nitric acid, Lead (2+) salt (2:1)",Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,18.153,1.08,40.171,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,,,"Ha,M.H., and J. Choi",Effects of Environmental Contaminants on Hemoglobin Gene Expression in Daphnia magna:  A Potential Biomarker for Freshwater Quality Monitoring,2009
460,152,1099008,91203,Naphthalene,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,2.55,1.91,3.4,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not reported,,22,23,C,,,,NR,,7.8,8.2,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
475,149,1099007,91203,Naphthalene,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,1.6,1.09,3.4,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not reported,,22,23,C,,,,NR,,7.8,8.2,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
481,1373,1206772,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.002,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
482,1375,1206774,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0124,0.01222,0.01269,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
483,1346,1187584,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.002986456,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,7.6*,,,"Lilius,H., B. Isomaa, and T. Holmstrom",A Comparison of the Toxicity of 50 Reference Chemicals to Freshly Isolated Rainbow Trout Hepatocytes and Daphnia magna,1994
484,1353,1206775,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0101,0.00995,0.01024,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
485,1366,1206771,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0113,0.01126,0.01136,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
486,1369,1206773,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0015,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
487,1371,1206770,7487947,Mercury chloride (HgCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0122,0.01218,0.01229,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
491,2344,1040023,7773015,Manganese chloride (MnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,4.7,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
492,2342,1040028,7773015,Manganese chloride (MnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,22.8,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
493,2341,1040026,7773015,Manganese chloride (MnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,56.1,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
494,2340,1040025,7773015,Manganese chloride (MnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,32.3,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
495,2339,1040024,7773015,Manganese chloride (MnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,20,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
496,2338,1040027,7773015,Manganese chloride (MnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,34.5,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
508,92,1022056,76879,Hydroxytriphenylstannane,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.0165,0.0136,0.0201,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,23,,,C,46.5,,,mg/L CaCO3,,7.1,7.8,"Kline,E.R., A.W. Jarvinen, and M.L. Knuth",Acute Toxicity of Triphenyltin Hydroxide to Three Cladoceran Species,1989
509,286,1261409,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,89,NR,NR,AI mg/L,Intoxication,Immobile,EC20,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
510,287,1098527,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.012,AI mg/L,Intoxication,Immobile,EC50,7.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
511,291,1098530,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.015,AI mg/L,Intoxication,Immobile,EC50,7.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
512,294,1098523,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.78,0.608,1.157,AI mg/L,Intoxication,Immobile,EC50,0.8333,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
513,295,1098529,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.005,0.01,AI mg/L,Intoxication,Immobile,EC50,3.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
514,296,1261446,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,150,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
